Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,Game_Code
2018-11-16,8:00p,Sacramento Kings,104,Memphis Grizzlies,112,Box Score,,13811,FedEx Forum,,16112018_sac_mem
2018-11-16,9:30p,Chicago Bulls,104,Milwaukee Bucks,123,Box Score,,17341,Fiserv Forum,,16112018_chi_mil
2018-11-16,8:00p,Portland Trail Blazers,96,Minnesota Timberwolves,112,Box Score,,18978,Target Center,,16112018_por_min
2018-11-16,8:00p,New York Knicks,124,New Orleans Pelicans,129,Box Score,,14717,Smoothie King Center,,16112018_ny_no
2018-11-16,7:00p,Utah Jazz,107,Philadelphia 76ers,113,Box Score,,20485,Wells Fargo Center,,16112018_uta_phi
2018-11-16,7:00p,Brooklyn Nets,115,Washington Wizards,104,Box Score,,15102,Capital One Arena,,16112018_bkn_wsh
2018-11-17,7:30p,Utah Jazz,98,Boston Celtics,86,Box Score,,18624,TD Garden,,17112018_uta_bos
2018-11-17,6:00p,Los Angeles Clippers,127,Brooklyn Nets,119,Box Score,,12944,Barclays Center,,17112018_lac_bkn
2018-11-17,7:00p,Philadelphia 76ers,122,Charlotte Hornets,119,Box Score,OT,19426,Spectrum Center,,17112018_phi_cha
2018-11-17,8:00p,Toronto Raptors,122,Chicago Bulls,83,Box Score,,21263,United Center,,17112018_tor_chi
2018-11-17,8:30p,Golden State Warriors,109,Dallas Mavericks,112,Box Score,,20260,American Airlines Center,,17112018_gs_dal
2018-11-17,8:00p,Sacramento Kings,112,Houston Rockets,132,Box Score,,18055,Toyota Center,,17112018_sac_hou
2018-11-17,7:00p,Atlanta Hawks,89,Indiana Pacers,97,Box Score,,17491,Bankers Life Fieldhouse,,17112018_atl_ind
2018-11-17,7:00p,Denver Nuggets,115,New Orleans Pelicans,125,Box Score,,15408,Smoothie King Center,,17112018_den_no
2018-11-17,7:00p,Los Angeles Lakers,117,Orlando Magic,130,Box Score,,19249,Amway Center,,17112018_lal_orl
2018-11-17,9:00p,Oklahoma City Thunder,110,Phoenix Suns,100,Box Score,,16376,Talking Stick Resort Arena,,17112018_okc_phx
2018-11-18,6:00p,Los Angeles Lakers,113,Miami Heat,97,Box Score,,19686,AmericanAirlines Arena,,18112018_lal_mia
2018-11-18,3:30p,Memphis Grizzlies,100,Minnesota Timberwolves,87,Box Score,,13179,Target Center,,18112018_mem_min
2018-11-18,6:00p,New York Knicks,117,Orlando Magic,131,Box Score,,15898,Amway Center,,18112018_ny_orl
2018-11-18,7:00p,Golden State Warriors,92,San Antonio Spurs,104,Box Score,,18354,AT&T Center,,18112018_gs_sa
2018-11-18,6:00p,Portland Trail Blazers,119,Washington Wizards,109,Box Score,,16647,Capital One Arena,,18112018_por_wsh
2018-11-19,7:30p,Los Angeles Clippers,127,Atlanta Hawks,119,Box Score,,14323,State Farm Arena,,19112018_lac_atl
2018-11-19,7:00p,Boston Celtics,112,Charlotte Hornets,117,Box Score,,18040,Spectrum Center,,19112018_bos_cha
2018-11-19,7:00p,Cleveland Cavaliers,102,Detroit Pistons,113,Box Score,,15769,Little Caesars Arena,,19112018_cle_det
2018-11-19,7:00p,Utah Jazz,94,Indiana Pacers,121,Box Score,,17000,Bankers Life Fieldhouse,,19112018_uta_ind
2018-11-19,8:00p,Dallas Mavericks,88,Memphis Grizzlies,98,Box Score,,15997,FedEx Forum,,19112018_dal_mem
2018-11-19,8:00p,Denver Nuggets,98,Milwaukee Bucks,104,Box Score,,17341,Fiserv Forum,,19112018_den_mil
2018-11-19,8:00p,San Antonio Spurs,126,New Orleans Pelicans,140,Box Score,,14675,Smoothie King Center,,19112018_sa_no
2018-11-19,7:00p,Phoenix Suns,114,Philadelphia 76ers,119,Box Score,,20459,Wells Fargo Center,,19112018_phx_phi
2018-11-19,10:00p,Oklahoma City Thunder,113,Sacramento Kings,117,Box Score,,16250,Golden 1 Center,,19112018_okc_sac
2018-11-20,7:30p,Brooklyn Nets,104,Miami Heat,92,Box Score,,19600,AmericanAirlines Arena,,20112018_bkn_mia
2018-11-20,7:30p,Portland Trail Blazers,118,New York Knicks,114,Box Score,,19812,Madison Square Garden (IV),,20112018_por_ny
2018-11-20,7:00p,Toronto Raptors,93,Orlando Magic,91,Box Score,,16016,Amway Center,,20112018_tor_orl
2018-11-20,7:00p,Los Angeles Clippers,118,Washington Wizards,125,Box Score,,14499,Capital One Arena,,20112018_lac_wsh
2018-11-21,7:30p,Toronto Raptors,124,Atlanta Hawks,108,Box Score,,15058,State Farm Arena,,21112018_tor_atl
2018-11-21,7:30p,New York Knicks,117,Boston Celtics,109,Box Score,,18624,TD Garden,,21112018_ny_bos
2018-11-21,7:00p,Indiana Pacers,109,Charlotte Hornets,127,Box Score,,15913,Spectrum Center,,21112018_ind_cha
2018-11-21,8:00p,Phoenix Suns,116,Chicago Bulls,124,Box Score,,19014,United Center,,21112018_phx_chi
2018-11-21,8:00p,Los Angeles Lakers,109,Cleveland Cavaliers,105,Box Score,,19432,Quicken Loans Arena,,21112018_lal_cle
2018-11-21,8:30p,Brooklyn Nets,113,Dallas Mavericks,119,Box Score,,19926,American Airlines Center,,21112018_bkn_dal
2018-11-21,10:30p,Oklahoma City Thunder,123,Golden State Warriors,95,Box Score,,19596,Oracle Arena,,21112018_okc_gs
2018-11-21,8:00p,Detroit Pistons,124,Houston Rockets,126,Box Score,,18055,Toyota Center,,21112018_det_hou
2018-11-21,8:00p,Portland Trail Blazers,100,Milwaukee Bucks,143,Box Score,,17591,Fiserv Forum,,21112018_por_mil
2018-11-21,8:00p,Denver Nuggets,103,Minnesota Timberwolves,101,Box Score,,15086,Target Center,,21112018_den_min
2018-11-21,7:00p,New Orleans Pelicans,120,Philadelphia 76ers,121,Box Score,,20352,Wells Fargo Center,,21112018_no_phi
2018-11-21,8:30p,Memphis Grizzlies,104,San Antonio Spurs,103,Box Score,,18354,AT&T Center,,21112018_mem_sa
2018-11-21,9:00p,Sacramento Kings,119,Utah Jazz,110,Box Score,,18306,Vivint Smart Home Arena,,21112018_sac_uta
2018-11-23,7:30p,Boston Celtics,114,Atlanta Hawks,96,Box Score,,15017,State Farm Arena,,23112018_bos_atl
2018-11-23,12:00p,Minnesota Timberwolves,112,Brooklyn Nets,102,Box Score,,12814,Barclays Center,,23112018_min_bkn
2018-11-23,8:00p,Miami Heat,103,Chicago Bulls,96,Box Score,,20935,United Center,,23112018_mia_chi
2018-11-23,9:00p,Orlando Magic,87,Denver Nuggets,112,Box Score,,19520,Pepsi Center,,23112018_orl_den
2018-11-23,7:00p,Houston Rockets,111,Detroit Pistons,116,Box Score,OT,17268,Little Caesars Arena,,23112018_hou_det
2018-11-23,10:30p,Portland Trail Blazers,97,Golden State Warriors,125,Box Score,,19596,Oracle Arena,,23112018_por_gs
2018-11-23,8:00p,San Antonio Spurs,111,Indiana Pacers,100,Box Score,,17262,Bankers Life Fieldhouse,,23112018_sa_ind
2018-11-23,3:30p,Memphis Grizzlies,107,Los Angeles Clippers,112,Box Score,OT,15418,STAPLES Center,,23112018_mem_lac
2018-11-23,10:30p,Utah Jazz,83,Los Angeles Lakers,90,Box Score,,18997,STAPLES Center,,23112018_uta_lal
2018-11-23,8:30p,Phoenix Suns,116,Milwaukee Bucks,114,Box Score,,17852,Fiserv Forum,,23112018_phx_mil
2018-11-23,7:30p,New Orleans Pelicans,109,New York Knicks,114,Box Score,,18948,Madison Square Garden (IV),,23112018_no_ny
2018-11-23,8:00p,Charlotte Hornets,104,Oklahoma City Thunder,109,Box Score,,18203,Chesapeake Energy Arena,,23112018_cha_okc
2018-11-23,7:30p,Cleveland Cavaliers,121,Philadelphia 76ers,112,Box Score,,20524,Wells Fargo Center,,23112018_cle_phi
2018-11-23,7:30p,Washington Wizards,107,Toronto Raptors,125,Box Score,,19800,Scotiabank Arena,,23112018_wsh_tor
2018-11-24,7:30p,Houston Rockets,108,Cleveland Cavaliers,117,Box Score,,19432,Quicken Loans Arena,,24112018_hou_cle
2018-11-24,8:30p,Boston Celtics,104,Dallas Mavericks,113,Box Score,,20226,American Airlines Center,,24112018_bos_dal
2018-11-24,8:30p,Sacramento Kings,116,Golden State Warriors,117,Box Score,,19596,Oracle Arena,,24112018_sac_gs
2018-11-24,8:30p,San Antonio Spurs,129,Milwaukee Bucks,135,Box Score,,17559,Fiserv Forum,,24112018_sa_mil
2018-11-24,8:00p,Chicago Bulls,96,Minnesota Timberwolves,111,Box Score,,17119,Target Center,,24112018_chi_min
2018-11-24,8:00p,Denver Nuggets,105,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,,24112018_den_okc
2018-11-24,8:00p,New Orleans Pelicans,114,Washington Wizards,124,Box Score,,15165,Capital One Arena,,24112018_no_wsh
2018-11-25,6:00p,Charlotte Hornets,123,Atlanta Hawks,124,Box Score,,12977,State Farm Arena,,25112018_cha_atl
2018-11-25,6:00p,Philadelphia 76ers,127,Brooklyn Nets,125,Box Score,,15217,Barclays Center,,25112018_phi_bkn
2018-11-25,4:00p,Phoenix Suns,107,Detroit Pistons,118,Box Score,,14413,Little Caesars Arena,,25112018_phx_det
2018-11-25,3:30p,Orlando Magic,108,Los Angeles Lakers,104,Box Score,,18997,STAPLES Center,,25112018_orl_lal
2018-11-25,6:00p,New York Knicks,103,Memphis Grizzlies,98,Box Score,,14331,FedEx Forum,,25112018_ny_mem
2018-11-25,9:00p,Los Angeles Clippers,104,Portland Trail Blazers,100,Box Score,,19138,Moda Center,,25112018_lac_por
2018-11-25,8:00p,Utah Jazz,133,Sacramento Kings,112,Box Score,,16048,Golden 1 Center,,25112018_uta_sac
2018-11-25,6:00p,Miami Heat,115,Toronto Raptors,125,Box Score,,19800,Scotiabank Arena,,25112018_mia_tor
2018-11-26,7:00p,Milwaukee Bucks,107,Charlotte Hornets,110,Box Score,,13805,Spectrum Center,,26112018_mil_cha
2018-11-26,8:00p,San Antonio Spurs,108,Chicago Bulls,107,Box Score,,19006,United Center,,26112018_sa_chi
2018-11-26,7:00p,Minnesota Timberwolves,102,Cleveland Cavaliers,95,Box Score,,19432,Quicken Loans Arena,,26112018_min_cle
2018-11-26,10:30p,Orlando Magic,110,Golden State Warriors,116,Box Score,,19596,Oracle Arena,,26112018_orl_gs
2018-11-26,8:00p,Boston Celtics,124,New Orleans Pelicans,107,Box Score,,15189,Smoothie King Center,,26112018_bos_no
2018-11-26,9:00p,Indiana Pacers,121,Utah Jazz,88,Box Score,,18306,Vivint Smart Home Arena,,26112018_ind_uta
2018-11-26,7:00p,Houston Rockets,131,Washington Wizards,135,Box Score,OT,16872,Capital One Arena,,26112018_hou_wsh
2018-11-27,9:00p,Los Angeles Lakers,85,Denver Nuggets,117,Box Score,,19583,Pepsi Center,,27112018_lal_den
2018-11-27,7:00p,New York Knicks,108,Detroit Pistons,115,Box Score,,13935,Little Caesars Arena,,27112018_ny_det
2018-11-27,8:00p,Toronto Raptors,122,Memphis Grizzlies,114,Box Score,,14187,FedEx Forum,,27112018_tor_mem
2018-11-27,7:30p,Atlanta Hawks,115,Miami Heat,113,Box Score,,19600,AmericanAirlines Arena,,27112018_atl_mia
2018-11-27,9:00p,Indiana Pacers,109,Phoenix Suns,104,Box Score,,13038,Talking Stick Resort Arena,,27112018_ind_phx
2018-11-28,7:30p,Utah Jazz,101,Brooklyn Nets,91,Box Score,,12928,Barclays Center,,28112018_uta_bkn
2018-11-28,7:00p,Atlanta Hawks,94,Charlotte Hornets,108,Box Score,,12971,Spectrum Center,,28112018_atl_cha
2018-11-28,8:00p,Dallas Mavericks,128,Houston Rockets,108,Box Score,,18055,Toyota Center,,28112018_dal_hou
2018-11-28,10:30p,Phoenix Suns,99,Los Angeles Clippers,115,Box Score,,16372,STAPLES Center,,28112018_phx_lac
2018-11-28,8:00p,Chicago Bulls,113,Milwaukee Bucks,116,Box Score,,16660,Fiserv Forum,,28112018_chi_mil
2018-11-28,8:00p,San Antonio Spurs,89,Minnesota Timberwolves,128,Box Score,,11023,Target Center,,28112018_sa_min
2018-11-28,8:00p,Washington Wizards,104,New Orleans Pelicans,125,Box Score,,13570,Smoothie King Center,,28112018_wsh_no
2018-11-28,8:00p,Cleveland Cavaliers,83,Oklahoma City Thunder,100,Box Score,,18203,Chesapeake Energy Arena,,28112018_cle_okc
2018-11-28,7:00p,New York Knicks,91,Philadelphia 76ers,117,Box Score,,20274,Wells Fargo Center,,28112018_ny_phi
2018-11-28,10:00p,Orlando Magic,112,Portland Trail Blazers,115,Box Score,,18865,Moda Center,,28112018_orl_por
2018-11-29,10:30p,Indiana Pacers,96,Los Angeles Lakers,104,Box Score,,18997,STAPLES Center,,29112018_ind_lal
2018-11-29,10:30p,Los Angeles Clippers,133,Sacramento Kings,121,Box Score,,17583,Golden 1 Center,,29112018_lac_sac
2018-11-29,8:00p,Golden State Warriors,128,Toronto Raptors,131,Box Score,OT,20073,Scotiabank Arena,,29112018_gs_tor
2018-11-30,7:00p,Cleveland Cavaliers,95,Boston Celtics,128,Box Score,,18624,TD Garden,,30112018_cle_bos
2018-11-30,7:30p,Memphis Grizzlies,131,Brooklyn Nets,125,Box Score,2OT,12983,Barclays Center,,30112018_mem_bkn
2018-11-30,7:00p,Utah Jazz,119,Charlotte Hornets,111,Box Score,,15812,Spectrum Center,,30112018_uta_cha
2018-11-30,7:00p,Chicago Bulls,88,Detroit Pistons,107,Box Score,,15372,Little Caesars Arena,,30112018_chi_det
2018-11-30,10:30p,Dallas Mavericks,103,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,,30112018_dal_lal
2018-11-30,8:00p,New Orleans Pelicans,101,Miami Heat,106,Box Score,,19600,AmericanAirlines Arena,,30112018_no_mia
2018-11-30,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,124,Box Score,,18203,Chesapeake Energy Arena,,30112018_atl_okc
2018-11-30,7:00p,Washington Wizards,98,Philadelphia 76ers,123,Box Score,,20400,Wells Fargo Center,,30112018_wsh_phi
2018-11-30,9:00p,Orlando Magic,99,Phoenix Suns,85,Box Score,,13228,Talking Stick Resort Arena,,30112018_orl_phx
2018-11-30,10:30p,Denver Nuggets,113,Portland Trail Blazers,112,Box Score,,19459,Moda Center,,30112018_den_por
2018-11-30,8:00p,Houston Rockets,136,San Antonio Spurs,105,Box Score,,18354,AT&T Center,,30112018_hou_sa
2018-12-01,8:00p,Toronto Raptors,106,Cleveland Cavaliers,95,Box Score,,19432,Quicken Loans Arena,,01122018_tor_cle
2018-12-01,7:00p,Golden State Warriors,102,Detroit Pistons,111,Box Score,,20332,Little Caesars Arena,,01122018_gs_det
2018-12-01,8:00p,Chicago Bulls,105,Houston Rockets,121,Box Score,,18055,Toyota Center,,01122018_chi_hou
2018-12-01,8:00p,Boston Celtics,118,Minnesota Timberwolves,109,Box Score,,17663,Target Center,,01122018_bos_min
2018-12-01,5:00p,Milwaukee Bucks,134,New York Knicks,136,Box Score,OT,19812,Madison Square Garden (IV),,01122018_mil_ny
2018-12-01,10:00p,Indiana Pacers,110,Sacramento Kings,111,Box Score,,17583,Golden 1 Center,,01122018_ind_sac
2018-12-01,7:00p,Brooklyn Nets,88,Washington Wizards,102,Box Score,,15448,Capital One Arena,,01122018_bkn_wsh
2018-12-02,5:00p,New Orleans Pelicans,119,Charlotte Hornets,109,Box Score,,15336,Spectrum Center,,02122018_no_cha
2018-12-02,7:00p,Los Angeles Clippers,110,Dallas Mavericks,114,Box Score,,19551,American Airlines Center,,02122018_lac_dal
2018-12-02,3:30p,Phoenix Suns,96,Los Angeles Lakers,120,Box Score,,18997,STAPLES Center,,02122018_phx_lal
2018-12-02,6:00p,Utah Jazz,100,Miami Heat,102,Box Score,,19600,AmericanAirlines Arena,,02122018_uta_mia
2018-12-02,6:00p,Memphis Grizzlies,95,Philadelphia 76ers,103,Box Score,,20334,Wells Fargo Center,,02122018_mem_phi
2018-12-02,7:00p,Portland Trail Blazers,118,San Antonio Spurs,131,Box Score,,18354,AT&T Center,,02122018_por_sa
2018-12-03,7:30p,Golden State Warriors,128,Atlanta Hawks,111,Box Score,,16631,State Farm Arena,,03122018_gs_atl
2018-12-03,7:30p,Cleveland Cavaliers,99,Brooklyn Nets,97,Box Score,,10983,Barclays Center,,03122018_cle_bkn
2018-12-03,7:00p,Oklahoma City Thunder,110,Detroit Pistons,83,Box Score,,14372,Little Caesars Arena,,03122018_okc_det
2018-12-03,8:00p,Houston Rockets,91,Minnesota Timberwolves,103,Box Score,,13834,Target Center,,03122018_hou_min
2018-12-03,8:00p,Los Angeles Clippers,129,New Orleans Pelicans,126,Box Score,,13822,Smoothie King Center,,03122018_lac_no
2018-12-03,7:30p,Washington Wizards,110,New York Knicks,107,Box Score,,19440,Madison Square Garden (IV),,03122018_wsh_ny
2018-12-03,7:30p,Denver Nuggets,106,Toronto Raptors,103,Box Score,,19800,Scotiabank Arena,,03122018_den_tor
2018-12-04,8:30p,Portland Trail Blazers,102,Dallas Mavericks,111,Box Score,,19341,American Airlines Center,,04122018_por_dal
2018-12-04,7:00p,Chicago Bulls,90,Indiana Pacers,96,Box Score,,16446,Bankers Life Fieldhouse,,04122018_chi_ind
2018-12-04,7:30p,Orlando Magic,105,Miami Heat,90,Box Score,,19600,AmericanAirlines Arena,,04122018_orl_mia
2018-12-04,9:00p,Sacramento Kings,122,Phoenix Suns,105,Box Score,,12977,Talking Stick Resort Arena,,04122018_sac_phx
2018-12-04,9:00p,San Antonio Spurs,105,Utah Jazz,139,Box Score,,18306,Vivint Smart Home Arena,,04122018_sa_uta
2018-12-05,7:30p,Washington Wizards,131,Atlanta Hawks,117,Box Score,,12551,State Farm Arena,,05122018_wsh_atl
2018-12-05,7:30p,Oklahoma City Thunder,114,Brooklyn Nets,112,Box Score,,13161,Barclays Center,,05122018_okc_bkn
2018-12-05,7:00p,Golden State Warriors,129,Cleveland Cavaliers,105,Box Score,,19432,Quicken Loans Arena,,05122018_gs_cle
2018-12-05,10:30p,San Antonio Spurs,113,Los Angeles Lakers,121,Box Score,,18997,STAPLES Center,,05122018_sa_lal
2018-12-05,8:00p,Los Angeles Clippers,86,Memphis Grizzlies,96,Box Score,,14144,FedEx Forum,,05122018_lac_mem
2018-12-05,8:00p,Detroit Pistons,92,Milwaukee Bucks,115,Box Score,,16541,Fiserv Forum,,05122018_det_mil
2018-12-05,8:00p,Charlotte Hornets,104,Minnesota Timberwolves,121,Box Score,,11248,Target Center,,05122018_cha_min
2018-12-05,8:00p,Dallas Mavericks,106,New Orleans Pelicans,132,Box Score,,14810,Smoothie King Center,,05122018_dal_no
2018-12-05,7:00p,Denver Nuggets,124,Orlando Magic,118,Box Score,OT,16636,Amway Center,,05122018_den_orl
2018-12-05,8:00p,Philadelphia 76ers,102,Toronto Raptors,113,Box Score,,19800,Scotiabank Arena,,05122018_phi_tor
2018-12-06,8:00p,New York Knicks,100,Boston Celtics,128,Box Score,,18624,TD Garden,,06122018_ny_bos
2018-12-06,10:00p,Phoenix Suns,86,Portland Trail Blazers,108,Box Score,,19001,Moda Center,,06122018_phx_por
2018-12-06,10:30p,Houston Rockets,91,Utah Jazz,118,Box Score,,18306,Vivint Smart Home Arena,,06122018_hou_uta
2018-12-07,7:30p,Toronto Raptors,105,Brooklyn Nets,106,Box Score,OT,14035,Barclays Center,,07122018_tor_bkn
2018-12-07,7:00p,Denver Nuggets,107,Charlotte Hornets,113,Box Score,,13755,Spectrum Center,,07122018_den_cha
2018-12-07,8:00p,Oklahoma City Thunder,112,Chicago Bulls,114,Box Score,,19842,United Center,,07122018_okc_chi
2018-12-07,7:30p,Sacramento Kings,129,Cleveland Cavaliers,110,Box Score,,19432,Quicken Loans Arena,,07122018_sac_cle
2018-12-07,7:00p,Philadelphia 76ers,117,Detroit Pistons,111,Box Score,,15680,Little Caesars Arena,,07122018_phi_det
2018-12-07,9:30p,Golden State Warriors,105,Milwaukee Bucks,95,Box Score,,17852,Fiserv Forum,,07122018_gs_mil
2018-12-07,8:00p,Memphis Grizzlies,107,New Orleans Pelicans,103,Box Score,,18447,Smoothie King Center,,07122018_mem_no
2018-12-07,7:00p,Indiana Pacers,112,Orlando Magic,90,Box Score,,17214,Amway Center,,07122018_ind_orl
2018-12-07,9:00p,Miami Heat,115,Phoenix Suns,98,Box Score,,14273,Talking Stick Resort Arena,,07122018_mia_phx
2018-12-07,8:30p,Los Angeles Lakers,120,San Antonio Spurs,133,Box Score,,18354,AT&T Center,,07122018_lal_sa
2018-12-08,7:30p,Denver Nuggets,98,Atlanta Hawks,106,Box Score,,14409,State Farm Arena,,08122018_den_atl
2018-12-08,8:00p,Boston Celtics,133,Chicago Bulls,77,Box Score,,20923,United Center,,08122018_bos_chi
2018-12-08,7:30p,Washington Wizards,101,Cleveland Cavaliers,116,Box Score,,19432,Quicken Loans Arena,,08122018_wsh_cle
2018-12-08,6:00p,Houston Rockets,104,Dallas Mavericks,107,Box Score,,20254,American Airlines Center,,08122018_hou_dal
2018-12-08,7:00p,Sacramento Kings,97,Indiana Pacers,107,Box Score,,16867,Bankers Life Fieldhouse,,08122018_sac_ind
2018-12-08,10:30p,Miami Heat,121,Los Angeles Clippers,98,Box Score,,17113,STAPLES Center,,08122018_mia_lac
2018-12-08,8:00p,Los Angeles Lakers,111,Memphis Grizzlies,88,Box Score,,17794,FedEx Forum,,08122018_lal_mem
2018-12-08,7:30p,Brooklyn Nets,112,New York Knicks,104,Box Score,,18662,Madison Square Garden (IV),,08122018_bkn_ny
2018-12-08,10:00p,Minnesota Timberwolves,105,Portland Trail Blazers,113,Box Score,,19359,Moda Center,,08122018_min_por
2018-12-09,3:30p,New Orleans Pelicans,116,Detroit Pistons,108,Box Score,,14705,Little Caesars Arena,,09122018_no_det
2018-12-09,7:30p,Charlotte Hornets,119,New York Knicks,107,Box Score,,18602,Madison Square Garden (IV),,09122018_cha_ny
2018-12-09,7:00p,Utah Jazz,97,San Antonio Spurs,110,Box Score,,17834,AT&T Center,,09122018_uta_sa
2018-12-09,6:00p,Milwaukee Bucks,104,Toronto Raptors,99,Box Score,,19800,Scotiabank Arena,,09122018_mil_tor
2018-12-10,7:30p,New Orleans Pelicans,100,Boston Celtics,113,Box Score,,18624,TD Garden,,10122018_no_bos
2018-12-10,8:00p,Sacramento Kings,108,Chicago Bulls,89,Box Score,,18164,United Center,,10122018_sac_chi
2018-12-10,8:30p,Orlando Magic,76,Dallas Mavericks,101,Box Score,,19334,American Airlines Center,,10122018_orl_dal
2018-12-10,9:00p,Memphis Grizzlies,99,Denver Nuggets,105,Box Score,,15278,Pepsi Center,,10122018_mem_den
2018-12-10,10:30p,Minnesota Timberwolves,108,Golden State Warriors,116,Box Score,,19596,Oracle Arena,,10122018_min_gs
2018-12-10,7:00p,Washington Wizards,101,Indiana Pacers,109,Box Score,,14645,Bankers Life Fieldhouse,,10122018_wsh_ind
2018-12-10,10:30p,Miami Heat,105,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,,10122018_mia_lal
2018-12-10,8:00p,Cleveland Cavaliers,92,Milwaukee Bucks,108,Box Score,,17155,Fiserv Forum,,10122018_cle_mil
2018-12-10,8:00p,Utah Jazz,113,Oklahoma City Thunder,122,Box Score,,18203,Chesapeake Energy Arena,,10122018_uta_okc
2018-12-10,7:00p,Detroit Pistons,102,Philadelphia 76ers,116,Box Score,,20199,Wells Fargo Center,,10122018_det_phi
2018-12-10,9:00p,Los Angeles Clippers,123,Phoenix Suns,119,Box Score,OT,12088,Talking Stick Resort Arena,,10122018_lac_phx
2018-12-11,8:00p,Portland Trail Blazers,104,Houston Rockets,111,Box Score,,18055,Toyota Center,,11122018_por_hou
2018-12-11,10:30p,Toronto Raptors,123,Los Angeles Clippers,99,Box Score,,17812,STAPLES Center,,11122018_tor_lac
2018-12-11,8:30p,Phoenix Suns,86,San Antonio Spurs,111,Box Score,,17676,AT&T Center,,11122018_phx_sa
2018-12-12,7:00p,Detroit Pistons,107,Charlotte Hornets,108,Box Score,,13997,Spectrum Center,,12122018_det_cha
2018-12-12,7:00p,New York Knicks,106,Cleveland Cavaliers,113,Box Score,,19432,Quicken Loans Arena,,12122018_ny_cle
2018-12-12,8:30p,Atlanta Hawks,107,Dallas Mavericks,114,Box Score,,19643,American Airlines Center,,12122018_atl_dal
2018-12-12,10:30p,Toronto Raptors,113,Golden State Warriors,93,Box Score,,19596,Oracle Arena,,12122018_tor_gs
2018-12-12,7:00p,Milwaukee Bucks,97,Indiana Pacers,113,Box Score,,17070,Bankers Life Fieldhouse,,12122018_mil_ind
2018-12-12,8:00p,Portland Trail Blazers,83,Memphis Grizzlies,92,Box Score,,16282,FedEx Forum,,12122018_por_mem
2018-12-12,8:00p,Oklahoma City Thunder,114,New Orleans Pelicans,118,Box Score,,14450,Smoothie King Center,,12122018_okc_no
2018-12-12,7:00p,Brooklyn Nets,127,Philadelphia 76ers,124,Box Score,,20376,Wells Fargo Center,,12122018_bkn_phi
2018-12-12,10:00p,Minnesota Timberwolves,130,Sacramento Kings,141,Box Score,,15770,Golden 1 Center,,12122018_min_sac
2018-12-12,9:00p,Miami Heat,84,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,,12122018_mia_uta
2018-12-12,7:00p,Boston Celtics,130,Washington Wizards,125,Box Score,OT,20409,Capital One Arena,,12122018_bos_wsh
2018-12-13,8:00p,Los Angeles Lakers,111,Houston Rockets,126,Box Score,,18055,Toyota Center,,13122018_lal_hou
2018-12-13,9:30p,Chicago Bulls,91,Orlando Magic,97,Box Score,,20201,Mexico City Arena,at Mexico City Mexico,13122018_chi_orl
2018-12-13,10:30p,Dallas Mavericks,89,Phoenix Suns,99,Box Score,,13265,Talking Stick Resort Arena,,13122018_dal_phx
2018-12-13,8:30p,Los Angeles Clippers,87,San Antonio Spurs,125,Box Score,,18354,AT&T Center,,13122018_lac_sa
2018-12-14,7:00p,Atlanta Hawks,108,Boston Celtics,129,Box Score,,18624,TD Garden,,14122018_atl_bos
2018-12-14,7:30p,Washington Wizards,118,Brooklyn Nets,125,Box Score,,13232,Barclays Center,,14122018_wsh_bkn
2018-12-14,7:00p,New York Knicks,126,Charlotte Hornets,124,Box Score,OT,17622,Spectrum Center,,14122018_ny_cha
2018-12-14,7:30p,Milwaukee Bucks,114,Cleveland Cavaliers,102,Box Score,,19432,Quicken Loans Arena,,14122018_mil_cle
2018-12-14,10:00p,Oklahoma City Thunder,98,Denver Nuggets,109,Box Score,,19520,Pepsi Center,,14122018_okc_den
2018-12-14,8:00p,Miami Heat,100,Memphis Grizzlies,97,Box Score,,16313,FedEx Forum,,14122018_mia_mem
2018-12-14,7:30p,Indiana Pacers,113,Philadelphia 76ers,101,Box Score,,20337,Wells Fargo Center,,14122018_ind_phi
2018-12-14,10:00p,Toronto Raptors,122,Portland Trail Blazers,128,Box Score,,19458,Moda Center,,14122018_tor_por
2018-12-14,10:00p,Golden State Warriors,130,Sacramento Kings,125,Box Score,,17583,Golden 1 Center,,14122018_gs_sac
2018-12-15,7:00p,Los Angeles Lakers,128,Charlotte Hornets,100,Box Score,,19641,Spectrum Center,,15122018_lal_cha
2018-12-15,7:00p,Boston Celtics,104,Detroit Pistons,113,Box Score,,17078,Little Caesars Arena,,15122018_bos_det
2018-12-15,8:00p,Houston Rockets,105,Memphis Grizzlies,97,Box Score,,16777,FedEx Forum,,15122018_hou_mem
2018-12-15,9:00p,Los Angeles Clippers,104,Oklahoma City Thunder,110,Box Score,,18203,Chesapeake Energy Arena,,15122018_lac_okc
2018-12-15,5:00p,Utah Jazz,89,Orlando Magic,96,Box Score,,20011,Mexico City Arena,at Mexico City Mexico,15122018_uta_orl
2018-12-15,9:00p,Minnesota Timberwolves,99,Phoenix Suns,107,Box Score,,14244,Talking Stick Resort Arena,,15122018_min_phx
